row,p_coef,i_coef,p_star,difference
20534,0.6,8.0,30,0.6349059197362479
20535,0.2,8.0,35,1.6171097269051051
20536,0.0,1.0,25,0.8458461929685637
20537,0.0,1.0,15,0.3525502885982483
20538,0.8,0.4,25,1.2687506638050792
20540,0.8,0.9,20,0.8444502663899724
20541,4.0,0.5,20,5.481091507794331
20542,0.0,1.0,25,1.1959894465620824
20543,0.0,2.0,15,0.5621277388531567
20544,0.0,1.0,20,0.7039444019591956
20545,0.3,3.0,10,3.0246310110079437
20546,1.0,0.5,15,0.211323051484725
20547,0.0,2.0,15,1.054816366435718
20548,7.0,0.8,25,2.5983638518325822
20549,0.0,1.0,20,1.5477837313456249
20550,0.0,2.0,10,0.8442566572771018
20551,1.0,1.0,30,21.438619494735786
20552,0.0,2.0,10,0.4930951099124012
20554,0.8,0.2,10,3.3029404343394733
20555,0.0,1.0,30,1.6180234687642532
20557,0.0,2.0,35,0.7040709140749559
20558,0.7,0.4,20,4.15012643557545
20559,1.0,3.0,25,0.7051687413861512
20560,2.0,4.0,20,1.8964796232185817
20561,10.0,0.2,30,1.4080330160222303
20562,1.0,0.5,25,0.1423342390514319
20563,0.4,3.0,20,1.266615778966642
20564,2.0,4.0,10,0.3524666151278817
20565,0.0,2.0,35,0.7033991382794227
20566,9.0,10.0,10,0.1408366023499025
20567,0.0,1.0,10,0.6331736628009743
20568,0.6,2.0,10,1.196608134873446
20569,0.7,5.0,30,0.1431072740102523
20570,0.0,2.0,15,0.0708927550583871
20571,1.0,0.5,30,0.845351173558722
20572,0.0,3.0,15,0.3524687114596405
20574,1.0,3.0,35,0.9161948787957046
20575,9.0,4.0,15,0.7738809037263801
20576,1.0,10.0,10,0.2817270870540556
20577,0.0,3.0,25,1.2668997636340906
20578,2.0,10.0,20,0.8444691283304007
20579,0.8,9.0,35,1.6183391373027811
20580,0.0,1.0,15,1.1252147455671873
20581,0.0,2.0,35,1.6195116562852476
20582,0.0,2.0,25,0.8447259091158452
20583,9.0,0.3,15,0.2115668902553826
20584,0.0,3.0,35,1.5477453198341058
20585,4.0,0.2,35,2.253064175328701
20586,0.0,1.0,25,0.4234683674276258
20587,8.0,3.0,15,0.8430264011963153
20588,0.0,1.0,10,0.2818229080171477
20590,0.8,0.2,25,17.719044968104967
20592,1.0,0.5,20,0.9157373380535044
20593,1.0,0.5,30,1.1252100363169395
20594,1.0,0.6,15,3.162589240577435
20595,0.0,4.0,10,0.3525368285468984
20596,0.0,1.0,25,1.1267719010558732
20598,2.0,4.0,30,0.984571497940018
20599,2.0,4.0,10,0.4935342707142531
20601,0.7,6.0,30,1.3388221650013277
20602,0.0,4.0,15,1.407121808975471
20603,1.0,0.5,35,1.3367583773918668
20604,1.0,0.1,20,0.9854491084779607
20605,0.0,1.0,35,0.6355825447554135
20606,0.3,0.4,20,7.383166608767872
20607,0.0,2.0,35,2.2483744015928995
20608,0.9,10.0,20,5.903450020508509
20609,2.0,4.0,30,1.8291057887660989
20611,0.0,0.9,15,1.4077886920224802
20612,0.0,4.0,15,0.8442903557542563
20614,0.0,2.0,35,0.2114100813928319
20615,2.0,4.0,35,2.8815401732230885
20616,0.8,0.1,10,2.107853782039893
20617,0.0,1.0,10,0.070751662800939
20618,1.0,0.7,15,1.1265795739004902
20621,0.2,8.0,15,0.2829545121006109
20622,0.0,2.0,35,0.7041988807031556
20623,1.0,3.0,35,0.4242661407208494
20624,6.0,0.8,20,1.2638683733939846
20625,0.0,3.0,20,0.6337686849299375
20626,1.0,5.0,35,2.394127297955281
20627,7.0,6.0,20,0.2811887488937019
20628,8.0,7.0,10,0.7036748865992948
20629,0.0,1.0,30,0.5641648900113658
20632,4.0,0.9,10,0.3521413645587934
20633,0.0,2.0,15,1.7588431764885746
20634,0.6,0.8,30,4.98966041465508
20635,0.7,7.0,35,4.218441864845787
20636,1.0,3.0,25,0.7045532625201547
20638,0.0,1.0,25,0.9133885163944352
20639,0.0,2.0,35,1.9685452479934036
20641,0.0,2.0,30,0.9841920359508212
20642,6.0,0.1,25,0.916287557969925
20643,0.0,2.0,10,0.0709719758751044
20644,6.0,7.0,25,0.9168372507093708
20645,0.9,1.0,15,3.5853964815424417
20648,0.0,2.0,25,0.3526382548600093
20649,2.0,4.0,35,2.32230620856353
20650,10.0,1.0,20,0.4229623186895317
20651,3.0,3.0,20,1.4059344206061422
20652,2.0,7.0,35,6.472208054231549
20653,0.4,0.7,35,1.5503731349894858
20654,1.0,0.5,35,0.4936710717946839
20655,1.0,3.0,10,0.4228464013640689
20656,0.0,4.0,20,2.039709214902161
20657,0.8,1.0,15,6.888178556108221
20658,1.0,0.5,20,0.0714082838221239
20659,1.0,3.0,25,0.0720898069094229
20660,0.7,0.9,35,3.8687928688313313
20662,0.2,0.1,20,16.59020963525498
20663,0.7,7.0,30,2.7462485204258806
20664,0.3,5.0,35,2.880311837427856
20665,2.0,4.0,20,1.6184138036133149
20666,0.0,7.0,10,2.320119975951348
20667,1.0,3.0,10,0.2121083921780373
20668,0.0,2.0,15,0.7038109533371744
20670,1.0,0.5,10,0.0010064229284152
20672,2.0,4.0,10,0.2118545714132373
20674,0.0,2.0,10,0.5630052532120526
20675,0.0,3.0,20,0.0720539338358996
20676,1.0,0.5,35,1.8255792356331817
20678,0.0,2.0,10,0.2818574938504508
20679,0.0,1.0,15,1.0549361076967108
20680,2.0,0.5,10,0.1420281362802038
20681,3.0,0.1,35,3.237547166875112
20682,0.6,10.0,35,1.2667582329018892
20683,0.0,1.0,30,1.054384909405802
20685,10.0,1.0,15,0.3512342190313422
20686,2.0,4.0,35,1.897889317178848
20687,0.6,7.0,15,0.7751716149418071
20688,0.0,2.0,35,0.3535314672384047
20689,5.0,2.0,25,0.7041310945768604
20690,0.0,1.0,20,0.7733719877163363
20691,1.0,0.5,25,0.7023111928464445
20692,1.0,0.5,30,0.4936546479385342
20694,1.0,0.5,20,0.4224324062013807
20695,3.0,2.0,25,2.950554935026042
20697,0.0,2.0,30,0.2831366445812495
20700,3.0,0.7,10,0.4929948852502939
20701,0.1,0.3,30,12.231085804452617
20702,0.8,0.3,10,5.130786168736857
20703,5.0,0.2,35,4.5031522411574265
20704,1.0,3.0,25,1.6897945161290204
20705,0.7,6.0,35,1.058721055989162
20706,1.0,0.5,35,0.2844198827783426
20708,0.0,2.0,25,0.9855705624255728
20709,0.0,4.0,10,0.7042241357462116
20710,0.1,0.6,15,12.304105215478938
20711,1.0,0.5,25,4.148176979708181
20712,1.0,0.5,25,1.2672968602710046
20713,2.0,4.0,30,2.0368855048982155
20714,0.1,5.0,20,1.1253388266548656
20715,0.0,4.0,35,2.111918197347908
20717,0.0,3.0,10,0.1411365635700274
20719,0.0,1.0,30,0.634447420819825
20720,0.0,1.0,25,0.0721672403332753
20721,7.0,6.0,35,1.0573559805899997
20723,1.0,8.0,30,0.775464979244517
20724,0.0,1.0,30,0.4228227154454602
20725,0.1,0.9,20,2.388432532441235
20726,0.0,4.0,20,0.3528871082796403
20727,1.0,3.0,10,0.7037119215826575
20728,0.2,4.0,25,1.6901597034485638
20730,4.0,0.7,20,0.2133774027831005
20731,0.2,7.0,30,1.6207496846827911
20732,0.5,3.0,25,1.6161870686666742
20733,1.0,0.5,35,0.4238287999358334
20734,0.4,9.0,35,1.6196499721365285
20735,0.1,4.0,35,1.7595212702413434
20737,0.6,2.0,10,1.617784910184012
20738,1.0,3.0,25,3.5143173937040686
20739,0.0,2.0,35,0.9135953386028096
20740,7.0,4.0,30,5.411079723532925
20741,0.0,2.0,35,0.9140312591631492
20742,1.0,0.5,15,0.7751526274024476
20743,2.0,4.0,20,0.422856514038556
20744,2.0,0.5,35,4.215847869762152
20745,1.0,0.5,30,0.563730511124005
20747,2.0,4.0,25,0.774234874477405
20748,2.0,0.5,25,4.569002531601924
20749,0.0,2.0,35,1.124422159581317
20750,0.0,1.0,25,1.0553978304391445
20751,0.9,0.7,30,11.533588526718937
20752,0.0,1.0,30,0.9854041934264792
20753,0.0,2.0,35,1.0550830672628928
20754,2.0,4.0,10,0.984523615695622
20755,1.0,0.2,10,4.2169281002350845
20756,0.0,3.0,30,1.195734027680344
20757,2.0,4.0,35,0.5636507467878307
20758,0.4,0.7,20,15.534582608212668
20759,1.0,3.0,10,1.266362187505634
20760,0.9,8.0,25,1.4091107250282358
20761,1.0,3.0,25,1.0553112094332882
20762,0.0,2.0,30,1.7559707005828926
20763,0.1,0.2,25,4.638788417096564
20764,0.0,3.0,30,1.6183149298380286
20765,0.0,1.0,15,0.9841988614276738
20766,0.6,0.3,15,8.578686403485237
20768,1.0,0.5,35,1.0543378998687345
20769,0.0,8.0,10,0.493212265633117
20770,0.9,4.0,35,0.8454715745414934
20772,2.0,4.0,30,11.60202410107718
20773,0.0,4.0,30,2.88129586895351
20774,8.0,0.4,25,0.9855665259560008
20775,0.3,0.6,30,3.3715567160496382
20776,0.0,1.0,25,0.6337535958127773
20777,0.4,0.8,35,8.643841341196989
20779,1.0,3.0,25,0.2124940957975374
20780,1.0,9.0,10,0.9844061399273772
20782,1.0,6.0,30,0.9855597767266762
20783,2.0,4.0,15,0.563558349650541
20784,0.1,7.0,35,1.5480746922543798
20785,0.4,3.0,15,10.896375396755897
20786,2.0,10.0,25,1.4759313012176962
20787,2.0,4.0,35,1.4766223154394271
20788,1.0,0.5,35,0.5626282294229625
20789,0.1,8.0,30,1.1257963475813613
20792,2.0,2.0,10,1.6159892156438094
20793,1.0,8.0,10,1.2655126134556127
20794,1.0,3.0,35,1.12626443411662
20795,1.0,8.0,30,0.4227875132266918
20796,1.0,3.0,25,0.9150686075930166
20797,3.0,6.0,15,2.3218899937436444
20798,0.0,9.0,20,0.7747174556870586
20799,0.0,2.0,25,0.7741404808496366
20800,0.0,1.0,25,0.283373237907055
20802,0.0,2.0,35,0.4930143216651466
20803,0.9,0.7,20,5.134093521988563
20804,0.0,4.0,35,1.546628905178995
20805,2.0,0.2,30,1.1957871264991606
20806,0.0,3.0,10,0.6331623645008415
20807,0.0,4.0,15,1.2667543586229435
20808,1.0,4.0,35,5.62794973162025
20809,1.0,3.0,15,1.7565435369884552
20810,1.0,0.5,10,0.2118442058473171
20811,1.0,0.5,20,0.2817716565751986
20812,0.0,4.0,35,0.5646302583085969
20813,0.6,0.5,10,1.759004900079277
20816,0.0,3.0,30,1.1973665856807445
20818,6.0,0.2,20,1.6190281733449563
20819,0.0,1.0,10,0.6336744770012102
20821,0.3,8.0,35,1.408704637073889
20822,0.0,1.0,30,1.4793407224493649
20823,4.0,1.0,15,0.212190407437351
20824,8.0,10.0,15,1.4053876697286505
20825,0.0,2.0,15,8.297186022370054
20826,1.0,0.5,10,0.2813699707357893
20827,7.0,5.0,35,0.5633968678853165
20828,0.9,0.5,25,3.237038889303384
20830,0.5,0.6,10,2.0375398310800543
20831,0.0,4.0,10,0.3513772786339846
20832,0.0,3.0,15,0.4921707496261573
20833,0.0,3.0,35,0.2119784869227814
20834,1.0,0.5,15,0.4934597080659921
20836,2.0,4.0,10,0.562685962700253
20839,0.0,2.0,25,0.3528945919675932
20840,0.0,1.0,25,0.9852981868495548
20842,1.0,0.5,25,0.3532033731498174
20843,1.0,3.0,15,1.4778439259162743
20844,0.5,0.7,30,4.151074126682304
20845,2.0,4.0,15,0.1415599204840054
20846,0.0,4.0,30,2.180999776116161
20847,0.6,0.2,10,0.3524931681233809
20848,0.0,1.0,15,1.054578836756483
20849,0.9,0.9,25,1.8972481345103915
20850,1.0,0.5,15,1.40656537795652
20851,1.0,3.0,20,1.2645942460403088
20852,0.9,9.0,20,1.6195032344706952
20853,0.1,0.5,20,5.695828455339017
20854,0.0,2.0,10,0.6332347869808013
20855,0.4,0.7,15,10.546980703573569
20856,0.9,0.7,25,3.512167119632606
20858,0.8,10.0,35,2.4591056400036555
20861,0.0,2.0,20,1.3374655154270316
20862,2.0,4.0,35,0.282922864314699
20864,1.0,3.0,30,0.2130274428236154
20865,2.0,4.0,30,0.7041600112917719
20866,0.2,1.0,35,1.1260552594378872
20867,0.0,4.0,20,0.5631080595568116
20868,0.0,2.0,25,0.7033626397290007
20870,0.0,2.0,10,0.2818787667775178
20871,0.0,1.0,25,0.8443969786370422
20872,0.6,0.9,30,9.909283675588306
20873,0.0,2.0,10,0.5629039867244048
20874,4.0,5.0,15,0.7746547623523217
20877,6.0,0.4,10,0.0707413244117169
20880,5.0,0.9,20,1.4753468118839113
20881,1.0,0.5,20,1.1970075786919718
20882,2.0,10.0,20,1.6860721026491303
20883,0.3,0.7,25,1.7600418956846609
20884,0.0,1.0,30,2.8138375427869
20886,0.0,1.0,10,0.0709341482161933
20887,3.0,0.6,35,3.5179373152561286
20888,1.0,0.5,30,0.6350715578171418
20889,0.5,9.0,35,0.9157460905179082
20890,0.0,2.0,35,1.0557493883937967
20893,0.4,0.7,30,2.112218174874153
20895,2.0,4.0,15,0.5624401911221879
20896,0.4,6.0,20,3.024988045204082
20897,0.0,1.0,20,0.8448365539720029
20898,2.0,0.9,15,0.4932897935423446
20899,0.3,2.0,30,2.3914661426435133
20901,2.0,4.0,20,1.8969667897428373
20903,0.0,3.0,10,0.1408957429517245
20905,1.0,10.0,35,2.178456996310336
20906,0.0,2.0,35,0.7054365220496237
20909,1.0,0.5,30,0.9165157129429122
20911,0.0,2.0,25,1.2660476314584823
20912,0.0,1.0,25,0.7035927603106558
20913,0.6,8.0,15,0.6342378151494055
20914,3.0,2.0,10,0.0713916565354848
20915,1.0,10.0,35,1.4782848044862469
20916,0.3,8.0,25,1.195500974486583
20917,0.6,4.0,20,0.9862075088198364
20919,0.8,0.3,25,1.6900671061585548
20920,0.5,7.0,35,0.7758318793236691
20921,0.3,6.0,10,0.7745237393657991
20922,1.0,0.4,10,4.638690316144438
20923,0.0,2.0,20,1.1258109569841643
20924,0.0,2.0,10,0.070936853724719
20925,8.0,0.7,15,1.545928796398826
20927,1.0,0.5,15,2.7434229435773805
20928,5.0,0.8,30,0.9177140010680364
20929,1.0,3.0,20,0.4234071504563523
20930,0.0,3.0,35,1.2656731076692944
20931,0.9,2.0,15,9.633540435627305
20932,0.6,0.6,20,3.447134946775692
20934,0.0,2.0,20,0.7744704932858797
20935,0.0,4.0,15,0.9146536145512192
20936,0.6,0.4,25,8.78585897489838
20937,1.0,0.9,25,2.6692699742301285
20938,1.0,3.0,30,1.9708102705466493
20939,0.4,2.0,35,2.603065251197841
20940,0.0,2.0,30,0.6340751152683763
20942,0.2,0.4,15,1.33651488607737
20943,1.0,0.5,25,0.9155065574816524
20944,0.2,3.0,35,1.9008480447705576
20945,1.0,0.5,10,0.7032028472884253
20946,0.5,0.1,35,2.248439622104597
20947,6.0,0.6,15,0.3525582577897417
20948,6.0,10.0,30,0.6320864882961637
20949,0.8,5.0,30,1.9672022509201863
20950,1.0,0.5,25,0.8451462460249317
20951,0.0,2.0,10,0.0008626796318704
20953,1.0,7.0,25,4.288036450483747
20954,0.0,4.0,25,2.040893961134694
20956,1.0,3.0,35,3.0956257030548238
20957,0.0,3.0,15,0.7039603348338055
20958,1.0,0.5,35,0.7047266350596111
20959,1.0,3.0,10,0.4923291476179994
20960,0.0,3.0,35,1.549496744499045
20962,0.6,2.0,25,8.36278472627651
20963,2.0,4.0,30,1.1258018640399827
20964,0.4,0.9,30,4.56725574506351
20965,1.0,0.5,20,0.2823732969787071
20966,0.1,10.0,25,2.251346972930122
20967,0.2,3.0,25,1.1949653564897664
20969,0.7,1.0,10,2.388839134464673
20970,0.0,2.0,15,0.2117613467513361
20971,1.0,0.2,20,2.670018363475423
20972,0.0,4.0,25,0.4933197682729497
20973,0.4,4.0,25,3.0204444526963385
20974,0.0,4.0,10,0.2113186551102996
20975,0.0,2.0,30,1.195728722251185
20976,0.9,6.0,10,1.6182513312630569
20977,0.0,1.0,10,1.1254506607928478
20978,0.0,2.0,25,0.9145584498734448
20979,0.0,0.9,15,1.1256187642139572
20980,0.0,2.0,30,0.564709851832693
20981,0.0,2.0,10,0.0708982860499221
20982,0.1,0.7,25,12.441912352717551
20983,0.0,1.0,25,0.7037556109195222
20984,1.0,0.5,20,0.4920124970854962
20986,0.3,0.9,20,4.712434874340008
20988,2.0,4.0,20,1.1264841891383377
20989,0.0,4.0,15,0.8443324671010117
20990,0.0,3.0,35,2.0371729223303587
20991,2.0,4.0,10,0.8437447175206447
20992,0.0,2.0,20,0.0007262836694739
20993,0.0,2.0,35,0.9160292280342296
20994,0.0,4.0,10,0.0706066103701816
20997,0.8,5.0,25,7.589803106051941
20998,2.0,4.0,30,1.9665436245002732
20999,0.9,0.5,20,2.955233667058269
21000,0.7,9.0,25,1.2656442147007123
21002,0.5,2.0,20,0.915654273601449
21003,0.0,1.0,20,0.6343478089235184
21004,1.0,0.5,10,0.5622937878048013
21005,0.5,0.4,20,2.458768660026786
21006,0.4,0.9,15,3.86529395183881
21008,0.6,5.0,20,0.634314108630571
21009,0.0,4.0,20,0.423255756279099
21010,0.0,4.0,10,0.5624922952604923
21011,0.9,1.0,20,2.3188549050874334
21013,0.0,1.0,30,0.6355462479781284
21014,0.2,6.0,15,0.7744796351847558
21015,0.0,4.0,15,0.6334176688436317
21016,3.0,10.0,20,2.318483081377609
21017,1.0,3.0,30,1.1245153894467368
21018,0.0,2.0,10,0.0706115740531476
21019,4.0,0.5,15,0.2125821731620165
21020,4.0,5.0,10,0.0014160216374943
21021,1.0,0.5,35,0.9157398324228972
21022,4.0,0.8,10,0.0006594084932229
21025,0.8,1.0,30,0.9877522130801816
21026,0.7,6.0,30,2.110957776790645
21027,0.0,2.0,10,0.4924559234595769
21028,2.0,4.0,25,1.4073818714865445
21029,9.0,0.9,20,0.5628382769249551
21030,1.0,5.0,15,0.843517689840402
21031,2.0,4.0,15,0.4231685409405337
21032,1.0,0.5,20,1.0552204014251814
21033,0.0,2.0,25,0.3523179388714208
21034,1.0,0.5,30,2.670202754325992
21037,0.0,2.0,30,0.3535345836969483
21038,0.0,2.0,20,0.4925969684133164
21039,0.1,3.0,10,0.4929408447218266
21040,8.0,0.4,20,0.5630824502395431
21041,0.3,0.6,35,1.5480672487409626
21042,4.0,3.0,15,3.306105586199432
21043,4.0,7.0,20,0.5648643152866573
21044,0.5,2.0,15,1.3377151615650025
21045,1.0,3.0,30,1.8265223502609096
21046,1.0,3.0,35,1.4793362404552584
21047,0.0,3.0,30,0.5635072180242702
21050,0.3,6.0,15,0.3530906067842219
21051,2.0,4.0,10,0.5633992735952935
21052,0.9,10.0,35,0.9158956266366144
21055,1.0,10.0,15,0.5635563477614403
21057,0.0,1.0,10,1.6881997895778698
21058,0.1,10.0,15,0.7739574226538881
21060,0.8,0.5,30,3.1607629136021123
21061,1.0,0.5,25,0.5620551327219498
21062,0.0,4.0,20,0.4233783337045462
21063,2.0,4.0,35,2.250854175267781
21064,0.0,2.0,20,0.2116212290108823
21065,1.0,2.0,20,2.181303724692521
21066,2.0,4.0,25,0.7742476782127756
21067,1.0,0.5,30,0.8452414378795696
21068,0.0,3.0,35,1.0558558658253387
21069,0.1,5.0,10,1.2662070677663362
21070,0.0,8.0,15,0.702868565691106
21071,1.0,0.5,10,0.2114238816186633
21072,1.0,0.5,15,0.0005338781395947
21073,0.0,9.0,15,1.8980724644306972
21074,9.0,9.0,20,1.056091848200886
21076,1.0,3.0,20,0.7031930344553983
21077,0.0,1.0,30,1.125389956312727
21079,0.0,1.0,30,0.3538219664753157
21080,2.0,4.0,10,0.4224665630054254
21081,0.9,0.6,25,0.4945911829307663
21082,2.0,4.0,15,0.6338221401867301
21083,0.6,8.0,25,1.1976100772270355
21084,1.0,0.5,20,1.3367659118930115
21085,0.5,2.0,15,8.64547505890076
21086,1.0,3.0,25,2.109651027619241
21088,0.0,1.0,25,1.897778039673991
21089,3.0,0.5,30,2.464069558274855
21090,0.1,4.0,15,2.5323595930051592
21092,0.9,8.0,20,2.1798936342357145
21093,0.0,1.0,15,1.2661606490950046
21094,0.9,0.9,30,3.5880631280250768
21095,0.0,2.0,15,0.3522777240516062
21096,8.0,0.6,20,1.1267759101534836
21097,5.0,0.1,35,3.237775536454148
21098,1.0,0.5,25,0.0716853192236053
21101,0.7,9.0,30,2.457400462965813
21102,7.0,3.0,35,4.851160806482188
21103,5.0,3.0,20,6.605885712790313
21105,2.0,9.0,30,1.26686093223368
21106,0.0,3.0,20,1.3377846639911848
21107,2.0,0.6,15,1.8268431734214392
21109,0.0,2.0,10,0.3519689137241579
21110,4.0,0.3,20,1.267547768318661
21112,0.0,1.0,35,2.2528077000946087
21114,0.0,0.9,30,1.8279649011050096
21115,1.0,0.9,20,1.1243986520737517
21116,1.0,3.0,25,1.3339570476394318
21118,2.0,4.0,10,0.4930837607622322
21119,10.0,8.0,25,0.9151912269966438
21120,0.0,1.0,15,0.9850524610338712
21121,0.0,1.0,15,0.0709159498428277
21122,5.0,2.0,35,2.1102345096590582
21123,0.8,0.9,20,0.4234013558610572
21125,0.1,5.0,20,1.4076010136997352
21127,0.1,0.8,20,8.507866192879892
21128,0.0,0.9,20,3.868619732602905
21130,0.0,4.0,30,3.2367645410625663
21132,0.0,3.0,35,0.9150790622882052
21134,0.5,7.0,20,0.916198215338583
21135,1.0,0.5,20,0.7734160373852133
21136,1.0,0.5,15,0.2828024123355579
21137,0.9,6.0,15,0.7731294708029477
21138,2.0,4.0,20,0.4927618864100438
21139,1.0,3.0,30,2.2519174877467245
21140,0.1,0.2,25,10.754898725952998
21141,0.9,0.8,15,3.162206591347981
21142,0.9,9.0,10,1.3372114312112051
21143,0.7,0.7,25,3.0222957821283583
21144,0.8,0.2,25,3.6580073900873487
21145,1.0,0.5,20,1.8293680622577275
21146,0.9,9.0,15,1.545894574175291
21147,0.0,0.3,35,2.3916372755273523
21148,0.3,9.0,25,0.5636556450087049
21149,5.0,0.4,25,3.3776954970245043
21150,0.4,0.8,30,7.167699726825817
21151,0.0,4.0,25,1.9666539273354584
21152,0.4,0.9,15,5.907177096014236
21153,3.0,0.8,35,0.846210127323161
21155,0.0,4.0,30,1.4083947505721364
21156,2.0,1.0,25,3.442618905331683
21157,2.0,3.0,30,1.1268110231635229
21158,5.0,0.1,30,2.1825285929897937
21160,0.7,7.0,30,1.4074573720968404
21161,0.0,2.0,35,1.8979463650318884
21162,2.0,4.0,30,0.9844490203253092
21163,0.0,3.0,35,0.7746881116368645
21164,0.0,0.6,20,58.28233807961351
21165,0.0,2.0,25,1.6154461123386978
21166,0.0,2.0,20,0.3519386206396637
21167,5.0,0.3,20,1.6854372363963304
21168,2.0,4.0,20,0.141751847834656
21169,0.2,0.3,35,1.9688642040770912
21170,0.1,0.5,25,3.5138544507614107
21172,0.0,1.0,35,0.7046019028902029
21173,0.0,2.0,15,0.7027489244666931
21174,0.9,0.4,10,0.5636572962491249
21176,0.0,1.0,35,0.6339500668355278
21177,0.0,2.0,15,0.0715769000823876
21178,0.0,0.9,15,1.9698013298135204
21179,0.3,0.1,20,4.501326370662416
21180,0.9,4.0,15,0.4938811740774671
21182,0.0,2.0,15,0.2118213109836748
21186,0.4,0.7,15,0.2126391701651897
21187,1.0,3.0,10,1.125459791741597
21188,0.8,9.0,35,1.549758072356321
21189,0.9,1.0,20,3.091575542674067
21191,0.0,9.0,25,2.110059837119656
21192,2.0,4.0,35,2.5329289512313986
21193,4.0,6.0,35,0.4223822747276315
21194,0.7,0.4,20,7.735464271050209
21195,0.1,6.0,10,0.9141147100847952
21196,0.0,1.0,10,0.8441362761100439
21197,0.0,1.0,20,0.9854313628803107
21198,0.2,0.3,30,2.8141584605854115
21199,0.0,3.0,20,0.0716526207464944
21202,1.0,0.5,25,1.969897166966896
21205,0.7,8.0,35,0.846164446851903
21206,0.8,5.0,25,0.3534107698446531
21207,1.0,0.5,15,0.5626274911801374
21208,0.4,5.0,25,0.4945635334025535
21209,0.0,1.0,25,0.7046846801813071
21210,2.0,4.0,10,0.2820792306283026
21211,2.0,4.0,35,1.546877732963031
21212,0.0,3.0,25,0.0011210984222245
21213,0.4,2.0,25,4.429693868098977
21214,1.0,3.0,20,0.5630675883358673
21215,0.7,1.0,15,1.8970268885921504
21216,2.0,4.0,35,0.986263034699455
21217,0.0,2.0,20,0.8443845021210183
21218,7.0,2.0,30,2.1105380798974736
21219,1.0,0.5,30,1.2678630895107528
21221,4.0,7.0,30,1.1946121438337425
21222,7.0,2.0,35,8.7201533024995
21223,0.0,2.0,25,0.5624694695577572
21224,1.0,0.5,35,3.3724081863155275
21225,0.1,4.0,20,1.1956185810998532
21229,0.2,5.0,30,3.376976055180516
21230,0.4,0.4,30,0.4948845911433945
21231,0.1,0.4,35,15.820855813409976
21232,0.0,1.0,35,1.4771913809472892
21233,6.0,0.8,10,0.3522630894039578
21234,0.1,0.6,15,2.110188916745438
21236,1.0,4.0,30,1.0578652529954544
21237,3.0,0.6,10,0.000790222571398
21238,0.0,4.0,10,0.4930377293312284
21239,2.0,4.0,35,0.8461094609514284
21240,1.0,0.5,25,1.264570611240006
21241,0.3,10.0,15,0.4234712511214971
21242,3.0,4.0,20,1.9665463825953824
21244,0.8,3.0,35,1.1272170963162793
21245,0.0,2.0,15,1.055064801660215
21248,6.0,5.0,20,0.3521151951048358
21251,1.0,3.0,20,0.0719080014953643
21252,1.0,3.0,35,1.971055629321988
21254,1.0,3.0,25,3.302222976500828
21255,0.5,3.0,20,1.4063844579240363
21256,1.0,3.0,35,3.026453568742955
21257,3.0,9.0,35,5.12879819485776
21258,0.2,0.8,20,3.72764117624422
21259,0.0,1.0,35,1.549334153904912
21260,0.0,2.0,15,0.5629991149327074
21261,0.2,9.0,35,3.796412020889828
21263,2.0,4.0,30,0.3535881042206448
21265,1.0,0.5,25,1.0533996013519928
21266,3.0,5.0,10,0.0004507609484356
21269,0.0,1.0,20,1.969119517322225
21270,0.0,2.0,35,1.4761193813440263
21272,0.0,3.0,25,1.8272633612170568
21273,0.2,7.0,20,1.406238181783535
21274,0.2,7.0,15,1.124648600021346
21275,4.0,0.2,20,6.329305286251402
21276,2.0,4.0,25,1.6154783271278843
21277,9.0,3.0,35,0.4214571346476568
21278,0.0,4.0,10,0.2113433244117324
21280,2.0,10.0,25,0.7040908487228368
21281,0.6,2.0,15,2.603292051976052
21282,1.0,0.5,35,1.755651284826235
21283,0.5,8.0,35,0.5636894162357935
21284,0.0,2.0,35,0.7023609024627966
21285,0.0,4.0,35,0.6349821133761306
21286,3.0,0.3,25,0.4953081116670743
21287,1.0,0.5,30,0.1419080403119403
21289,0.8,5.0,25,1.8301575464339963
21292,0.0,3.0,15,0.4223653127506086
21293,2.0,8.0,20,0.7746416748863298
21294,0.2,6.0,30,1.898794306042664
21295,1.0,0.8,25,0.8455102116458963
21296,1.0,0.5,35,0.4957581560717372
21297,0.1,0.7,35,1.5466741166050877
21298,0.0,3.0,30,0.6329629042329499
21299,0.8,8.0,25,1.339164741230432
21300,0.0,2.0,30,0.5639694771569062
21301,1.0,3.0,35,0.4225725129856528
21302,10.0,1.0,15,0.3513330636615821
21303,0.0,1.0,15,1.195090590310317
21305,5.0,5.0,10,0.4917777893002144
21306,0.0,1.0,15,0.2820155862910392
21307,1.0,3.0,30,1.1254626824854768
21308,1.0,0.5,35,1.2649297040010792
21310,0.0,2.0,20,0.0011038727987973
21311,0.0,1.0,20,1.6883633311257782
21312,0.0,0.8,20,2.3913759510635844
21314,0.0,3.0,20,0.4930224599444148
21315,0.7,5.0,20,0.6352082702383273
21316,10.0,0.3,10,0.4919631511581981
21317,0.9,0.7,25,4.150820844160219
21318,1.0,0.5,20,0.4228319591966265
21319,0.0,4.0,10,0.3520343453016483
21320,2.0,4.0,30,0.4229708841822504
21321,5.0,1.0,30,1.053359031983348
21322,0.0,1.0,30,1.899613359782637
21323,1.0,7.0,30,1.197969778816982
